danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre,key,mode,release_month,binary_outcome,bin_year
-0.07114910723543752,-0.5688699104991276,0.44947654565628237,-0.7425680711601926,-0.7377766710632865,-0.3918256394405536,-0.4680058976870198,-0.29183143782571314,0.8561529933079375,-0.16221992543756908,pop,2,1,5,1,recent
0.1414960742204313,0.9951644149660471,1.3058131235755421,0.3807386793161793,0.5333241755202082,-0.39181269567056337,-0.7162554140361359,-1.179446496802681,-0.8147997030321265,-0.7874596437487777,pop,9,1,1,1,recent
0.258107947922036,-0.8740473398581857,-1.0323150943663135,-0.048302093435212835,0.3089066531714274,0.30911605770613515,-0.0831229266031187,-0.7740453881353158,-0.7785157771674187,-0.7188908802553416,pop,0,1,6,0,recent
0.05232228844861535,0.32486398976668657,0.5001980198868846,-0.21016747588232887,-0.4375060261606178,-0.3918256394405536,-0.5449824919038,-0.5265373428436613,-0.2544393592074338,-0.04117673811498697,pop,7,1,9,1,recent
-0.002553887410963705,-0.04570860302645612,0.5976886456807697,-0.3154774837394888,-0.30599735806423217,-0.3918256394405536,-0.3525410063618493,0.6043183813337255,-0.3985362590627772,-0.7871158175708021,pop,1,1,10,1,recent
0.5530673931672734,-0.029359812167935116,0.11319975871183462,-0.7006390865503975,-0.4011503875401152,-0.3918256394405536,0.9624758115081462,0.16904561202771262,-0.4056965839011091,-1.1878697870141732,pop,0,1,6,1,recent
0.06604133241351011,-0.013011021309414115,0.27129266540462116,-0.7123401985345265,-0.5425334266198472,-0.39179876284173665,0.2247834502640023,-0.26195977718706515,0.7057861717029668,-0.4698297459998135,pop,11,1,8,1,recent
-0.7090846516030432,1.093257160117173,1.1638588677743111,-0.6060550980120225,-0.7445091967337499,-0.3914106647548195,-0.34612629017711766,-0.4369223609277176,0.1815613532281982,-0.9250064876141927,pop,5,0,1,1,recent
0.3404222117114046,0.9243196545791227,0.7103298416993802,-0.7688955731244828,-0.12197498973823188,0.1758081275739428,-0.5578119242732633,0.9499761687237945,0.002738732913379939,-0.539691950829444,pop,7,0,3,1,recent
-1.4636320696722547,-0.3454364354326739,0.14251281849445557,-0.7347673298374402,-0.2162303491247198,-0.3918256394405536,-0.4487617491328247,-0.7825801483177867,0.26626094704121345,-0.31895554456905545,pop,11,1,2,1,recent
-0.19462050291949037,0.04693454517182956,0.6773938194717162,-0.7240413105186554,0.19220954155006134,-0.3918256394405536,0.1413921398624903,-0.13393837445000262,0.6347023251213918,0.35332286942425506,pop,2,1,3,1,recent
-0.19462050291949037,0.11232970860591357,0.4204928460959382,-0.4558908275490353,-0.5797867353297449,-0.3918256394405536,-0.796439366345282,-0.7868475284090221,-0.7370007331565718,-0.4011954918058105,pop,4,1,7,1,recent
-0.7296632175503853,0.526499077021779,1.0199284506394202,-0.5758272253863563,-0.14441674197311,-0.3918256394405536,-0.5193236271648732,0.9073023678114404,-0.1052968418494318,-0.651157123194132,pop,8,1,10,1,recent
0.13463655223798393,-0.5579707165934469,-0.3535036762541619,-0.7074647352078062,-0.05016138258662195,-0.3918256394405536,-0.5193236271648732,-1.3672112208170395,0.11177601115098375,-0.29485496676047424,pop,10,1,2,1,recent
0.31298412378161505,-0.35633562933835455,0.08915646248564017,-0.6996639938850536,-0.591905281536579,-0.3918256394405536,-0.5770560728274583,-0.2235533563659463,0.09248394422905326,-0.6883558411160726,pop,6,1,5,1,recent
-0.04371101930564799,0.15047688727579592,0.7999158221586257,-0.5143963874696796,-0.09055653660940254,-0.3918256394405536,-0.6835403614940043,1.095067091825799,-0.2211234436384076,-0.4515578405416772,pop,3,0,5,1,recent
-0.4484228162700435,-0.1547005420832622,0.124727366491517,-0.5914287080318614,-0.748548712136028,-0.3918113195887039,0.9432316629539511,-0.022986492077881546,-0.10377573657289456,0.18987445348467202,pop,0,1,9,1,recent
0.011165156553931058,-1.4789526016234624,-1.602766999349451,-0.27354849912969365,0.5288358250732326,-0.3871813631649805,-0.7194627721285018,-1.2221202977150352,-0.4809727450253344,-0.1822273344607255,pop,2,0,1,1,recent
0.9372006241843268,0.9079708637206018,0.8756686732822526,-0.6255569513189041,-0.6767351049844181,-0.008242821124696953,0.31458947685024574,-0.6332218451245469,0.07545498515757976,-0.6125176098597219,pop,6,1,12,1,recent
-0.29065381067375373,0.21042245375703958,0.5479552521169974,-0.5885034300358292,-0.7301464753034279,-0.3918256394405536,-0.5385677757190682,0.27146273421736233,0.11919603689018793,-0.42991316400435087,pop,0,0,2,0,recent
0.4981912173076944,0.35211197453088827,-0.01788560975426736,-0.19261580790613558,1.5566680774306492,-0.3918142867652133,-0.6200346712651607,0.023954688925708137,0.2620686324985631,-1.0849184057231687,pop,4,1,10,1,recent
0.41587695351832576,0.03603535126614889,0.11155295760045146,-0.08243033672225529,0.5153707737323057,-0.3901657406976173,-0.41668816820916627,-0.16807741517988603,-0.22119764389579946,-0.1155086832583013,pop,10,1,8,0,recent
-0.23577763481417466,1.3057914412779454,0.5179834718898232,2.3601767899646475,-0.6798769502973011,-0.3917658658847847,-0.40385873583970283,0.38668199668071884,-0.985979696835565,-0.3135034437468696,pop,5,1,10,1,recent
-0.5375966020418594,0.5973438374087033,0.737666740148341,-0.6245818586535599,-0.5950471268494619,-0.3918256394405536,-0.7804025758834527,-1.1879812569851518,0.25843281988635264,-0.7702519621748519,pop,1,1,7,1,recent
0.7862911405704843,0.5973438374087033,1.6467009536318629,0.03945624644575381,-0.7670855994820374,-0.3918027190770825,0.9753052438776095,0.6555269424285507,-0.03655030337570561,-0.9917906295171837,pop,5,1,3,1,recent
0.779431618588037,-0.5089243440178839,0.3559382425297171,0.7805266721072492,1.7137603430747959,-0.3902646465812637,0.01309781616785667,0.6256552817899027,-0.5162178672865539,-0.3827271142459738,pop,6,0,8,1,recent
